instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
246,postgresql-cluster,99,4,0,145,102,43,34.66,31.57,9.71,2,89,0.16,0.36,12,1,0,12,0,7,0,1,4,3,0,4,0,0,0,0,0,0,0,0,0,0.08,0.46,0.54,1.59,0.02,0.83,0.37,0.85,1.93,0,0.96,0.13,1,2.01,0.01,1
247,postgresql-cluster,29,29,0,110,97,13,55.5,98,13,2,50,0,0,9,1,0,9,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.46,0.54,1.22,0,0.72,0.37,0.85,1.9,0,0.95,0,1,2.01,0,1
248,attack-range,5,1,4,240,113,127,93.75,79.5,107,10,138,0.03,0.25,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0.8,0.61,0.58,1.5,0,0.8,0.47,0.61,0.73,0,0.61,0,1,2,0,1
249,attack-range,75,19,0,239,112,127,185.5,157,214,3,24,0.03,0.33,24,2,0,5,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.61,0.58,1.49,0,0.8,0.47,0.61,1.49,0,0.8,0,1,2,0,1
250,attack-range,43,5,13,261,126,135,36.91,22.75,33.12,1,164,0.03,0.03,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.58,1.63,0.02,0.84,0.47,0.61,1.48,0,0.79,0,1,2,0,1
251,attack-range,43,2,13,261,126,135,36.9,21,30,1,164,0.03,0.07,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.57,1.64,0.05,0.85,0.47,0.61,1.48,0,0.79,0,1,2,0,1
252,attack-range,43,2,13,261,126,135,36.88,19,27.1,1,164,0.03,0.08,0,0,0,3,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0.3,0.61,0.57,1.64,0.05,0.85,0.47,0.61,1.48,0,0.79,0,1,2,0,1
253,attack-range,23,2,0,5,1,4,5.44,1.5,4,1,66,0.07,0.33,8,1,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,0.03,0,0.5,0.47,0.61,1.47,0,0.79,0,1,2,0,1
254,attack-range,27,4,0,8,4,4,5.44,2.33,3.67,1,69,0.13,0.67,10,1,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.61,0.57,0.06,0.02,0.5,0.47,0.61,1.47,0,0.79,0.17,0.99,2,0.01,1
255,attack-range,45,4,0,15,5,10,17.54,6,12,1,96,0,0,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.18,0.61,0.58,0.09,0,0.51,0.47,0.61,1.56,0,0.82,0,1,2,0,1
256,attack-range,45,4,0,15,5,10,17.53,6.5,8.5,1,96,0.04,0.07,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.18,0.61,0.57,0.15,0.03,0.52,0.47,0.61,1.56,0,0.82,0,1,2,0,1
257,attack-range,46,5,0,15,5,10,17.46,4,5.75,1,96,0.04,0.07,12,0,0,5,0,8,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.17,0.61,0.56,0.2,0.05,0.52,0.47,0.61,1.56,0,0.82,0,1,2,0,1
258,attack-range,16,6,0,243,115,128,107.58,81,120,3,39,0.03,0.25,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.61,0.58,1.52,0,0.81,0.47,0.61,1.46,0,0.79,0,1,2,0,1
259,attack-range,7,2,2,239,112,127,185.5,157,214,5,145,0.03,0.25,0,0,0,2,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0.43,0.61,0.58,1.49,0,0.8,0.47,0.61,1.55,0,0.81,0,1,2,0,1
260,attack-range,21,4,0,239,112,127,185.5,157,214,4,55,0.03,0.08,6,2,0,7,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.61,0.58,1.49,0,0.8,0.47,0.61,1.7,0,0.87,0,1,2,0,1
261,attack-range,36,15,0,240,113,127,185.03,81,109.5,4,55,0.06,0.29,12,3,0,8,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.61,0.58,1.5,0.01,0.8,0.47,0.61,1.7,0,0.87,0.1,1,2,0,1
262,attack-range,14,8,5,239,112,127,185.5,157,214,8,92,0.03,0.03,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0.36,0.61,0.58,1.49,0,0.8,0.47,0.61,0.57,0,0.58,0,1,2,0,1
263,attack-range,14,5,0,239,112,127,185.5,157,214,3,11,0.03,0.25,2,1,0,3,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.61,0.58,1.49,0,0.8,0.47,0.61,1.38,0,0.76,0,1,2,0,1
264,attack-range,6,1,0,239,112,127,185.5,157,214,1,72,0.03,0.07,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,1.49,0,0.8,0.47,0.61,1.31,0,0.74,0,1,2,0,1
265,attack-range,20,2,0,15,5,10,17.54,6,12,3,123,0,0,5,0,0,4,0,4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.61,0.58,0.09,0,0.51,0.47,0.61,1.44,0,0.78,0,1,2,0,1
266,attack-range,20,6,0,15,5,10,17.5,4,6,3,123,0,0,5,0,0,4,0,4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.61,0.58,0.09,0,0.51,0.47,0.61,1.44,0,0.78,0,1,2,0,1
267,attack-range,20,6,0,17,6,11,17.42,3,3.25,3,123,0.11,0.25,5,0,0,4,0,4,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.2,0.61,0.58,0.11,0.01,0.51,0.47,0.61,1.44,0,0.78,0.14,0.99,2,0.01,1
268,attack-range,9,6,0,239,112,127,185.5,157,214,9,46,0.03,0.03,0,0,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.61,0.58,1.49,0,0.8,0.47,0.61,1.38,0,0.76,0,1,2,0,1
269,attack-range,89,141,0,245,112,133,79.96,56.67,86,2,117,0.03,0.08,4,0,0,4,0,6,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0.07,0.61,0.58,1.53,0,0.81,0.47,0.61,1.54,0,0.81,0,1,2,0,1
270,attack-range,20,11,0,244,112,132,79.96,57.67,85,3,49,0.03,0.03,11,0,0,10,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.61,0.58,1.53,0,0.81,0.47,0.61,1.62,0,0.84,0,1,2,0,1
271,attack-range,7,2,2,239,112,127,185.5,157,214,6,149,0.03,0.25,0,0,0,2,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0.43,0.61,0.58,1.49,0,0.8,0.47,0.61,1.55,0,0.81,0,1,2,0,1
272,attack-range,87,1,0,239,112,127,185.5,157,214,3,63,0.03,0.14,0,0,0,3,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.61,0.58,1.49,0,0.8,0.47,0.61,1.37,0,0.76,0,1,2,0,1
273,attack-range,87,6,0,239,112,127,185.01,79.5,107,3,63,0.06,0.5,0,0,0,3,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.61,0.58,1.49,0,0.8,0.47,0.61,1.37,0,0.76,0,1,2,0,1
274,attack-range,48,8,0,242,112,130,111.65,84.5,121,2,63,0.03,0.08,27,1,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.61,0.58,1.51,0,0.8,0.47,0.61,1.41,0,0.77,0,1,2,0,1
275,attack-range,48,6,0,243,113,130,111.51,58,82.33,2,63,0.06,0.29,27,1,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.61,0.58,1.51,0.01,0.8,0.47,0.61,1.41,0,0.77,0.1,1,2,0,1
276,attack-range,96,4,0,250,116,134,107.58,81.5,119.5,2,96,0.03,0.07,21,0,0,5,0,14,6,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0.15,0.61,0.58,1.56,0,0.82,0.47,0.61,1.59,0,0.83,0,1,2,0,1
277,attack-range,61,33,0,239,112,127,185.5,157,214,3,45,0,0,27,0,0,8,0,8,1,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0.13,0.61,0.58,1.49,0,0.8,0.47,0.61,1.71,0,0.87,0,1,2,0,1
278,attack-range,17,4,2,239,112,127,185.5,157,214,1,36,0.03,0.25,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.12,0.61,0.58,1.49,0,0.8,0.47,0.61,1.53,0,0.81,0,1,2,0,1
279,attack-range,3,4,1,242,112,130,111.65,84.5,121,1,98,0.03,0.05,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.33,0.61,0.58,1.51,0,0.8,0.47,0.61,0.77,0,0.62,0,1,2,0,1
280,attack-range,7,6,2,242,112,130,111.5,56.67,81.67,1,98,0.03,0.14,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0.29,0.61,0.58,1.51,0.01,0.8,0.47,0.61,0.77,0,0.62,0,1,2,0,1
281,attack-range,28,13,0,239,112,127,185.5,157,214,2,46,0.03,0.03,9,0,0,4,0,5,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0.18,0.61,0.58,1.49,0,0.8,0.47,0.61,1.52,0,0.8,0,1,2,0,1
282,attack-range,36,2,0,15,5,10,17.54,6,12,2,123,0,0,10,0,0,5,0,6,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,0.09,0,0.51,0.47,0.61,1.55,0,0.81,0,1,2,0,1
283,attack-range,36,8,0,15,5,10,17.5,4,6,2,123,0,0,10,0,0,5,0,6,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,0.09,0,0.51,0.47,0.61,1.55,0,0.81,0,1,2,0,1
284,attack-range,36,8,0,17,6,11,17.38,2.6,2.6,2,123,0.11,0.25,10,0,0,5,0,6,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0.17,0.61,0.58,0.11,0.01,0.51,0.47,0.61,1.55,0,0.81,0.14,0.99,2,0.01,1
285,attack-range,54,30,0,239,112,127,184.51,53,71.33,5,7,0.1,0.43,3,3,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.61,0.58,1.49,0,0.8,0.47,0.61,1.64,0,0.84,0,1,2,0,1
286,attack-range,28,13,0,16,6,10,16.59,7,10,23,17,0.14,0.03,13,0,0,6,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0.14,0.61,0.58,0.1,0,0.51,0.47,0.61,1.48,0,0.79,0,1,2,0,1
287,trellis,74,18,1,59,38,21,8.62,7.07,3.4,3,26,0.03,0.16,13,4,0,8,0,8,1,0,7,1,0,7,0,0,0,0,1,0,0,0,0,0.11,0.29,0.21,0.91,0.03,0.65,0.43,0.71,1.86,0,0.93,0,1.01,2.01,0,1
288,trellis,86,34,2,46,36,10,9.28,8.93,1.5,2,25,0.1,0.32,19,2,0,8,0,10,0,0,10,0,0,9,0,0,0,0,0,0,0,0,2,0.12,0.29,0.21,0.71,0.01,0.6,0.43,0.71,1.51,0,0.8,0,1.01,2.01,0,1
289,trellis,60,16,0,46,29,17,7.04,5.31,2.92,1,24,0.03,0.16,5,2,0,12,0,6,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0.1,0.29,0.21,0.71,0.01,0.6,0.43,0.71,1.66,0,0.85,0,1.01,2.01,0,1
290,trellis,75,22,3,73,36,37,5.09,3.31,3.08,2,25,0.12,0.68,7,3,0,8,0,8,3,0,8,0,0,1,0,0,0,0,2,0,0,0,1,0.11,0.29,0.21,1.12,0.05,0.7,0.43,0.71,1.78,0.01,0.89,0,1.01,2.01,0,1
291,trellis,10,4,0,26,24,2,11.13,13.5,1,1,7,0.02,0.05,3,0,0,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.29,0.21,0.4,0,0.54,0.43,0.71,1.49,0,0.79,0,1.01,2.01,0,1
292,trellis,59,2,0,75,34,41,6.5,4.56,3.69,3,36,0.09,0.53,25,0,0,6,0,9,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0.15,0.29,0.21,1.15,0.15,0.7,0.43,0.71,1.75,0,0.88,0,1.01,2.01,0,1
293,trellis,69,14,0,62,33,29,13.49,11.45,6.91,1,34,0.05,0.26,14,0,0,7,0,8,2,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0.12,0.29,0.21,0.95,0.03,0.66,0.43,0.71,1.69,0,0.86,0,1.01,2.01,0,1
294,trellis,69,4,0,30,26,4,5.63,4.95,2.16,2,20,0.06,0.26,10,3,0,7,0,9,4,1,8,1,0,4,0,0,0,0,0,0,0,0,0,0.14,0.29,0.21,0.46,0.01,0.57,0.43,0.71,1.74,0,0.88,0,1.01,2.01,0,1
295,trellis,64,5,0,30,26,4,5.66,6.35,2.05,2,20,0.06,0.31,10,3,0,7,0,9,4,1,8,1,0,4,0,0,0,0,0,0,0,0,0,0.16,0.29,0.22,0.6,0.02,0.59,0.43,0.71,1.74,0,0.88,0,1.01,2.01,0,1
296,trellis,80,12,1,75,40,35,6.06,4.78,3.19,1,34,0.06,0.37,26,1,0,9,0,9,1,0,9,0,0,3,0,0,0,0,1,0,0,0,0,0.11,0.29,0.21,1.15,0.04,0.7,0.43,0.71,1.83,0,0.91,0,1.01,2.01,0,1
297,trellis,15,7,0,4,3,1,2.25,2.17,0.17,2,7,0.12,0.11,3,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0.21,0.06,0,0.42,0.43,0.71,1.66,0,0.85,0,1.01,2.01,0,1
298,trellis,15,2,0,4,3,1,2.25,2.14,0.14,3,7,0.12,0.11,3,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0.21,0.06,0,0.42,0.43,0.71,1.66,0,0.85,0,1.01,2.01,0,1
299,trellis,43,42,0,4,3,1,2.25,2.12,0.12,3,7,0.12,0.11,9,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0.21,0.06,0,0.42,0.43,0.71,1.66,0,0.85,0,1.01,2.01,0,1
300,trellis,68,12,2,33,21,12,5.63,4.74,1.42,4,25,0.12,0.37,12,4,0,8,0,8,1,0,8,0,0,4,0,0,0,0,0,0,0,0,2,0.12,0.29,0.21,0.51,0.01,0.54,0.43,0.71,1.78,0,0.89,0,1.01,2.01,0,1
301,trellis,27,2,0,46,32,14,14.58,14.83,6.67,3,8,0.03,0.12,15,0,0,8,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.11,0.29,0.21,0.71,0,0.61,0.43,0.71,1.73,0,0.87,0,1.01,2.01,0,1
302,trellis,33,12,0,46,32,14,14.54,12.86,6,3,8,0.04,0.21,15,0,0,10,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0.09,0.29,0.21,0.71,0,0.61,0.43,0.71,1.73,0,0.87,0,1.01,2.01,0,1
303,trellis,35,8,8,46,25,21,5.88,4.55,3.14,4,36,0.07,0.37,2,2,0,3,0,10,0,0,10,0,0,2,0,0,0,0,6,0,0,0,2,0.29,0.29,0.21,0.71,0.01,0.59,0.43,0.71,1.48,0,0.79,0,1.01,2.01,0,1
304,trellis,49,3,0,51,32,19,11.68,10.2,4.2,2,34,0.07,0.24,17,1,0,7,0,6,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0.12,0.29,0.21,0.78,0.02,0.62,0.43,0.71,1.68,0,0.86,0,1.01,2.01,0,1
305,trellis,57,14,0,51,32,19,11.66,9.36,4.18,2,34,0.07,0.32,18,2,0,7,0,7,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0.12,0.29,0.21,0.82,0.06,0.63,0.43,0.71,1.68,0,0.86,0,1.01,2.01,0,1
306,trellis,57,4,0,51,32,19,11.65,8.67,3.92,2,34,0.07,0.32,18,2,0,7,0,7,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0.12,0.29,0.21,0.82,0.06,0.63,0.43,0.71,1.68,0,0.86,0,1.01,2.01,0,1
307,trellis,64,6,0,59,31,28,6.83,5.03,3.2,2,34,0.13,0.68,25,1,0,6,0,9,0,0,8,1,0,5,0,0,0,0,0,0,0,0,0,0.14,0.29,0.21,0.91,0.03,0.65,0.43,0.71,1.75,0,0.88,0,1.01,2.01,0,1
308,trellis,70,12,5,79,38,41,7.03,5.38,3.53,1,28,0.09,0.53,25,0,0,6,0,11,1,0,11,0,0,4,0,0,0,0,5,0,0,0,0,0.16,0.29,0.21,1.22,0.04,0.72,0.43,0.71,1.9,0,0.95,0,1.01,2.01,0,1
309,trellis,7,2,0,2,2,0,1.93,2,0,4,3,0.22,0.11,2,0,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.14,0.29,0.21,0.03,0,0.42,0.43,0.71,1.58,0,0.82,0,1.01,2.01,0,1
310,trellis,6,4,0,19,9,10,12.46,6.33,9,1,21,0.05,0.16,2,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.29,0.21,0.29,0,0.47,0.43,0.71,1.09,0,0.68,0,1.01,2.01,0,1
311,trellis,34,8,2,33,23,10,9.96,9.12,2.5,5,25,0.07,0.26,5,2,0,6,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0.15,0.29,0.21,0.51,0,0.53,0.43,0.71,1.41,0,0.77,0,1.01,2.01,0,1
312,trellis,28,4,0,51,30,21,9.79,8.75,4.75,1,34,0.04,0.21,12,0,0,6,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.14,0.29,0.21,0.78,0.01,0.62,0.43,0.71,1.68,0,0.86,0,1.01,2.01,0,1
313,trellis,21,8,0,26,25,1,10.82,13,0.75,2,8,0.07,0.16,8,0,0,10,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0.1,0.29,0.21,0.4,0,0.55,0.43,0.71,1.71,0,0.87,0,1.01,2.01,0,1
314,trellis,60,24,0,29,19,10,4.32,3.27,1.82,1,34,0.09,0.26,2,1,0,14,0,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.29,0.21,0.45,0,0.51,0.43,0.71,1.85,0,0.92,0,1.01,2.01,0,1
315,trellis,56,20,2,46,36,10,9,9.31,1.54,6,25,0.11,0.37,10,3,0,7,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,2,0.12,0.29,0.21,0.71,0.01,0.6,0.43,0.71,1.49,0,0.79,0,1.01,2.01,0,1
316,trellis,195,10,2,56,26,30,4.75,2.97,2.54,1,36,0.1,0.48,32,6,0,11,0,18,0,2,16,2,0,3,0,0,0,0,0,0,2,0,0,0.1,0.29,0.21,0.86,0.04,0.64,0.43,0.71,1.96,0.01,0.98,0,1.01,2.01,0,1
317,trellis,199,12,2,56,26,30,4.74,2.95,2.5,1,36,0.11,0.58,32,6,0,11,0,18,0,2,16,2,0,3,0,0,0,0,0,0,2,0,0,0.1,0.29,0.21,0.86,0.04,0.64,0.43,0.71,1.96,0.01,0.98,0,1.01,2.01,0,1
318,trellis,199,6,2,56,26,30,4.76,3.68,2.44,1,36,0.11,0.92,32,6,0,11,0,18,0,2,16,2,0,3,0,0,0,0,0,0,2,0,0,0.1,0.3,0.22,1.06,0.06,0.68,0.43,0.71,1.96,0.01,0.98,0,1.01,2.01,0,1
319,trellis,199,2,2,57,26,31,4.76,3.62,2.4,1,37,0.11,1,32,6,0,11,0,18,0,2,16,2,0,3,0,0,0,0,0,0,2,0,0,0.1,0.3,0.21,1.07,0.07,0.68,0.43,0.71,1.96,0.01,0.98,0.16,0.99,2.01,0.01,1
320,trellis,61,2,0,26,18,8,5.24,2.71,0.82,1,4,0.05,0.16,2,3,0,14,0,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0.1,0.29,0.21,0.4,0,0.5,0.43,0.71,1.83,0.01,0.91,0,1.01,2.01,0,1
321,trellis,31,4,0,49,32,17,9.02,7.36,3.64,1,34,0.07,0.32,14,0,0,7,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0.13,0.29,0.21,0.75,0.03,0.62,0.43,0.71,1.54,0,0.81,0,1.01,2.01,0,1
322,trellis,41,10,2,33,23,10,8.96,8.22,2.22,5,25,0.07,0.26,8,2,0,6,0,6,0,0,6,0,0,3,0,0,0,0,0,0,0,0,2,0.15,0.29,0.21,0.51,0,0.53,0.43,0.71,1.5,0,0.8,0,1.01,2.01,0,1
323,trellis,75,4,0,47,31,16,6.4,5.44,2.33,1,34,0.11,0.53,3,0,0,22,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0.21,0.72,0.02,0.61,0.43,0.71,1.89,0,0.94,0,1.01,2.01,0,1
324,trellis,37,4,0,50,32,18,8.12,7.29,2.43,1,6,0.08,0.37,8,0,0,8,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.11,0.29,0.21,0.77,0.03,0.62,0.43,0.71,1.62,0,0.84,0,1.01,2.01,0,1
325,trellis,41,8,0,51,32,19,8.11,6.87,2.47,1,7,0.08,0.37,8,0,0,9,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0.1,0.29,0.21,0.78,0.04,0.62,0.43,0.71,1.62,0,0.84,0.16,0.99,2.01,0.01,1
326,trellis,20,5,2,53,27,26,9.61,6.21,5,2,21,0.05,0.24,6,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.25,0.29,0.21,0.82,0.02,0.6,0.43,0.71,1.53,0,0.8,0,1.01,2.01,0,1
327,trellis,65,4,0,38,27,11,7.88,7.5,2.1,1,24,0.04,0.16,14,0,0,9,0,6,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0.09,0.29,0.21,0.58,0,0.58,0.43,0.71,1.78,0,0.89,0,1.01,2.01,0,1
328,trellis,38,6,0,18,11,7,3.21,2.55,0.91,2,5,0.09,0.21,10,1,0,8,0,5,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0.13,0.29,0.21,0.28,0,0.47,0.43,0.71,1.76,0,0.89,0,1.01,2.01,0,1
329,trellis,31,3,0,18,11,7,3.21,2.42,0.92,2,5,0.09,0.21,8,1,0,8,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0.13,0.29,0.21,0.28,0,0.47,0.43,0.71,1.76,0,0.89,0,1.01,2.01,0,1
330,trellis,31,2,0,18,11,7,3.21,2.38,0.85,3,5,0.09,0.21,8,1,0,8,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0.13,0.29,0.21,0.28,0,0.47,0.43,0.71,1.76,0,0.89,0,1.01,2.01,0,1
331,trellis,65,42,0,18,11,7,3.21,2.36,0.79,3,5,0.09,0.22,16,1,0,9,0,7,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0.11,0.29,0.21,0.28,0,0.47,0.43,0.71,1.76,0,0.89,0,1.01,2.01,0,1
332,trellis,31,8,0,49,20,29,6.92,3.79,5.79,1,10,0.08,0.42,0,0,0,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.29,0.21,0.75,0.01,0.61,0.43,0.71,1.66,0.01,0.85,0,1.01,2.01,0,1
333,trellis,39,10,0,41,23,18,4.5,3.18,1.96,1,4,0.08,0.37,0,1,0,20,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.29,0.21,0.63,0.01,0.54,0.43,0.71,1.74,0,0.88,0,1.01,2.01,0,1
334,trellis,37,2,0,41,23,18,4.52,4,1.77,1,4,0.08,0.44,0,1,0,19,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.3,0.22,0.88,0.02,0.64,0.43,0.71,1.74,0,0.88,0,1.01,2.01,0,1
335,trellis,76,16,1,67,40,27,7.86,6.86,3.57,4,12,0.05,0.26,26,0,0,8,0,9,0,0,9,0,0,15,0,0,0,0,1,0,0,0,0,0.12,0.29,0.21,1.03,0.03,0.67,0.43,0.71,1.84,0,0.92,0,1.01,2.01,0,1
336,trellis,84,22,1,67,40,27,7.85,6.59,3.45,4,12,0.05,0.26,26,0,0,9,0,9,0,0,9,0,0,15,0,0,0,0,1,0,0,0,0,0.11,0.29,0.21,1.03,0.03,0.67,0.43,0.71,1.84,0,0.92,0,1.01,2.01,0,1
337,trellis,69,8,2,48,37,11,8.63,8.79,1.57,1,25,0.08,0.26,10,3,0,6,0,10,2,0,10,0,0,5,0,0,0,0,0,0,0,0,2,0.14,0.29,0.21,0.74,0.01,0.61,0.43,0.71,1.68,0,0.86,0,1.01,2.01,0,1
