instances,source,feature_iac_file_loc,feature_iac_file_churn,feature_iac_file_dependency,feature_nb_files,feature_nb_iac_files,feature_nb_noniac_files,feature_avg_files_per_commit,feature_avg_iac_files_per_commit,feature_avg_noniac_files_per_commit,feature_nb_content_sim_files,feature_nb_path_sim_files,feature_Ratio_out_of_cofiles_developers,feature_Ratio_out_of_all_developers,feature_file_nb_parameters,feature_file_nb_variables,feature_file_avg_play_size,feature_file_avg_task_size,feature_file_num_plays,feature_file_num_tasks,feature_file_num_commands,feature_file_num_blocks,feature_file_num_Distinctmodules,feature_file_num_ExternalModules,feature_file_num_FactModules,feature_file_num_Paths,feature_file_num_Roles,feature_file_num_DeprecatedModules,feature_num_ImportedRoles,feature_num_ImportedPlaybooks,feature_num_ImportedTasks,feature_num_IncludedRoles,feature_num_IncludedVars,feature_num_Includes,feature_num_IncludedTasks,feature_file_num_normalized_resources,feature_Graph_History_std_degree_centrality,feature_Graph_History_network_density,feature_Graph_History_Degree_centrality,feature_Graph_History_betweenness_centrality,feature_Graph_History_closeness_centrality,feature_Graph_ContentSimilarity_std_degree_centrality,feature_Graph_ContentSimilarity_network_density,feature_Graph_ContentSimilarity_Degree_centrality,feature_Graph_ContentSimilarity_betweenness_centrality,feature_Graph_ContentSimilarity_closeness_centrality,feature_Graph_PathSimilarity_std_degree_centrality,feature_Graph_PathSimilarity_network_density,feature_Graph_PathSimilarity_Degree_centrality,feature_Graph_PathSimilarity_betweenness_centrality,feature_Graph_PathSimilarity_closeness_centrality
433,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,230,345,0.05,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
434,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,231,345,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
435,ansible-nas,37,60,0,124,60,64,38.78,33.4,19.2,3,103,0.05,0.38,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.7,0,0.57,0.34,0.84,1.98,0,0.99,0,1,2,0,1
436,ansible-nas,36,1,0,125,60,65,38.78,33.67,17.33,3,103,0.07,1,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.44,0.32,0.83,0.15,0.6,0.34,0.84,1.98,0,0.99,0.08,1,2,0,1
437,ansible-nas,21,3,1,6,4,2,4.41,3.5,1,3,238,0.03,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.03,0,0.47,0.34,0.84,1.75,0,0.89,0,1,2,0,1
438,ansible-nas,20,3,1,6,4,2,4.51,15,0.67,28,238,0.05,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.22,0.22,0.52,0.34,0.84,1.75,0,0.89,0,1,2,0,1
439,ansible-nas,20,4,1,6,4,2,4.97,54.25,0.75,94,238,0.05,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
440,ansible-nas,20,2,1,6,4,2,5.08,52.2,0.6,95,238,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.8,0.46,0.62,0.34,0.84,1.75,0,0.89,0,1,2,0,1
441,ansible-nas,49,82,0,138,64,74,47.8,37,25.67,4,103,0.04,0.25,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.78,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
442,ansible-nas,48,1,0,138,64,74,47.88,47.29,25.29,5,103,0.05,0.75,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,0.25,1.11,0.35,0.67,0.34,0.84,1.99,0,0.99,0,1,2,0,1
443,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
444,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,230,345,0.05,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
445,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,231,345,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
446,ansible-nas,18,3,1,177,150,27,89,151,27,74,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
447,ansible-nas,19,3,1,6,5,1,3.61,3.33,0.33,75,332,1,0.12,4,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.03,0,0.02,0.34,0.84,1.75,0,0.89,0,1,2,0,1
448,ansible-nas,18,3,1,6,5,1,3.68,12,0.25,107,332,0.5,0.5,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
449,ansible-nas,18,4,1,6,5,1,3.99,44,0.4,233,332,0.5,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
450,ansible-nas,18,2,1,6,5,1,4.07,44,0.33,234,332,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
451,ansible-nas,10,2,1,177,150,27,89,151,27,87,238,0.03,0.12,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
452,ansible-nas,33,50,0,73,36,37,26.71,18.33,14,4,104,0.02,0.12,0,0,0,15,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.45,0.38,0.41,0,0.53,0.34,0.84,1.99,0,0.99,0,1,2,0,1
453,ansible-nas,32,1,0,74,36,38,26.74,22.5,12.5,4,104,0.04,0.5,0,0,0,14,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.44,0.32,0.59,0.15,0.56,0.34,0.84,1.99,0,0.99,0.08,1,2,0,1
454,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
455,ansible-nas,36,53,0,3,0,3,2.96,1,2,1,104,0.02,0.12,0,1,0,16,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.02,0,0.46,0.34,0.84,1.99,0,0.99,0,1,2,0,1
456,ansible-nas,35,3,0,3,0,3,3.09,14,4.33,1,104,0.05,0.5,0,1,0,16,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.44,0.32,0.25,0.15,0.5,0.34,0.84,1.99,0,0.99,0,1,2,0,1
457,ansible-nas,84,142,0,5,1,4,5.88,2,4,2,106,0.02,0.12,0,0,0,42,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.03,0,0.47,0.34,0.84,1.99,0,1,0,1,2,0,1
458,ansible-nas,82,2,0,5,1,4,6.58,55.5,13.5,2,106,0.04,0.5,0,0,0,41,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.41,0.25,0.61,0.34,0.56,0.34,0.84,1.99,0,1,0,1,2,0,1
459,ansible-nas,45,1,0,262,194,68,48.81,60.2,18,3,103,0.05,0.75,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.48,0.01,0.77,0.34,0.84,1.99,0,0.99,0,1,2,0,1
460,ansible-nas,25,3,1,177,150,27,89,151,27,8,332,0.03,0.25,0,2,21,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
461,ansible-nas,76,121,0,123,62,61,20.25,19.25,8.25,3,103,0.05,0.38,0,0,0,36,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,1,0,1,2,0,1
462,ansible-nas,74,2,0,123,62,61,20.25,19.33,7.78,3,103,0.07,1,0,0,0,35,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.79,0,0.59,0.34,0.84,1.99,0,1,0,1,2,0,1
463,ansible-nas,15,4,0,1,0,1,1.98,1,1,1,100,0,0,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.13,0.45,0.38,0.01,0,0.46,0.34,0.84,1.47,0,0.79,0,1,2,0,1
464,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
465,ansible-nas,44,6,0,140,66,74,35.57,27.67,18,3,103,0.04,0.5,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.79,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
466,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
467,ansible-nas,41,6,0,141,67,74,34.19,26.89,17.33,3,103,0.04,0.5,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.8,0,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
468,ansible-nas,25,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,2,21,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
469,ansible-nas,19,6,1,177,150,27,89,151,27,85,345,0.03,0.12,0,1,16,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
470,ansible-nas,18,3,1,177,150,27,88.64,85.5,15.5,90,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1.05,0,0.64,0.34,0.84,1.75,0,0.89,0,1,2,0,1
471,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
472,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
473,ansible-nas,10,2,1,177,150,27,89,151,27,87,332,0.03,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
474,ansible-nas,61,102,0,10,4,6,12.49,5,8,1,96,0.02,0.12,0,2,0,28,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.45,0.38,0.06,0,0.47,0.34,0.84,1.99,0,1,0,1,2,0,1
475,ansible-nas,60,1,0,10,4,6,13.16,57,15.5,1,96,0.04,0.5,0,2,0,28,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07,0.41,0.25,0.62,0.34,0.56,0.34,0.84,1.99,0,1,0,1,2,0,1
476,ansible-nas,6,2,0,177,150,27,89,151,27,1,324,0.03,0.12,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.45,0.38,1,0,0.63,0.34,0.84,0.97,0,0.66,0,1,2,0,1
477,ansible-nas,43,1,0,258,190,68,56.97,71,22.5,4,103,0.04,0.5,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.46,0,0.76,0.34,0.84,1.99,0,0.99,0,1,2,0,1
478,ansible-nas,41,1,0,264,193,71,52.46,56,23.5,4,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,1.5,0.01,0.78,0.34,0.84,1.99,0,0.99,0,1,2,0,1
479,ansible-nas,44,1,0,177,150,27,30.99,51,9.67,4,103,0.04,0.5,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1,0,0.63,0.34,0.84,1.99,0,0.99,0,1,2,0,1
480,ansible-nas,69,122,0,124,60,64,45.54,37.2,23,2,97,0.04,0.25,0,0,0,36,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
481,ansible-nas,68,1,0,124,60,64,45.64,49.17,23,3,97,0.05,0.75,0,0,0,35,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.41,0.25,1.04,0.34,0.65,0.34,0.84,1.99,0,0.99,0,1,2,0,1
482,ansible-nas,47,76,0,22,9,13,13.23,5.5,8.5,2,103,0.02,0.12,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.12,0.01,0.48,0.34,0.84,1.99,0,1,0,1,2,0,1
483,ansible-nas,46,1,0,22,9,13,13.57,40,13.33,2,103,0.04,0.5,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.41,0.25,0.65,0.34,0.57,0.34,0.84,1.99,0,1,0,1,2,0,1
484,ansible-nas,45,74,0,123,62,61,40.66,38.5,16.75,4,103,0.04,0.25,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
485,ansible-nas,44,1,0,123,62,61,40.68,38.8,15.2,4,103,0.05,0.75,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.44,0.32,0.82,0.15,0.6,0.34,0.84,1.99,0,0.99,0,1,2,0,1
486,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
487,ansible-nas,46,1,0,258,190,68,56.73,71,22.25,4,103,0.05,0.75,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.46,0,0.76,0.34,0.84,1.99,0,0.99,0,1,2,0,1
488,ansible-nas,26,3,1,4,4,0,4.92,5,0,85,345,0.2,0.12,4,2,22,4,1,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.45,0.38,0.02,0,0.37,0.34,0.84,1.75,0,0.89,0,1,2,0,1
489,ansible-nas,25,3,1,4,4,0,5.1,21.5,0,102,345,0.29,0.5,4,2,21,4,1,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.45,0.33,0.21,0.21,0.5,0.34,0.84,1.75,0,0.89,0,1,2,0,1
490,ansible-nas,25,4,1,4,4,0,6.03,71.67,0.33,170,345,0.29,0.5,2,2,21,4,1,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.79,0.46,0.59,0.34,0.84,1.75,0,0.89,0,1,2,0,1
491,ansible-nas,25,4,1,4,4,0,6.24,64.75,0.25,170,345,0.29,0.5,0,2,21,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.2,0.4,0.23,0.79,0.46,0.59,0.34,0.84,1.75,0,0.89,0,1,2,0,1
492,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
493,ansible-nas,43,70,0,124,60,64,38.58,33.4,19,4,103,0.05,0.38,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
494,ansible-nas,42,1,0,125,60,65,38.59,33.67,17.17,4,103,0.07,1,0,0,0,20,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.44,0.32,0.83,0.15,0.6,0.34,0.84,1.99,0,0.99,0.08,1,2,0,1
495,ansible-nas,45,14,0,72,36,36,21.26,14,11.5,2,101,0.02,0.25,0,4,0,5,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.16,0.45,0.38,0.41,0,0.53,0.34,0.84,1.74,0,0.88,0,1,2,0,1
496,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
497,ansible-nas,10,2,1,3,3,0,3.94,4,0,87,332,0.5,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.02,0,0.01,0.34,0.84,1.98,0,0.99,0,1,2,0,1
498,ansible-nas,77,10,0,124,60,64,24.72,19,10.78,3,103,0.07,1,0,0,0,36,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,1,0,1,2,0,1
499,ansible-nas,77,2,0,124,60,64,24.79,30.8,9.8,3,103,0.07,1,0,0,0,36,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.05,0.44,0.32,1.05,0.27,0.67,0.34,0.84,1.99,0,1,0,1,2,0,1
500,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
501,ansible-nas,10,2,1,3,3,0,3.94,4,0,87,332,0.5,0.25,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,0.02,0,0.01,0.34,0.84,1.98,0,0.99,0,1,2,0,1
502,ansible-nas,19,3,1,6,5,1,3.61,3.33,0.33,85,345,1,0.12,3,1,16,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.21,0.45,0.38,0.03,0,0.02,0.34,0.84,1.75,0,0.89,0,1,2,0,1
503,ansible-nas,18,3,1,6,5,1,3.68,12,0.25,117,345,0.5,0.5,3,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.33,0.21,0.21,0.48,0.34,0.84,1.75,0,0.89,0,1,2,0,1
504,ansible-nas,18,4,1,6,5,1,3.99,44,0.4,247,345,0.5,0.5,1,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.45,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
505,ansible-nas,18,2,1,6,5,1,4.07,44,0.33,248,345,0.5,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,0.79,0.46,0.57,0.34,0.84,1.75,0,0.89,0,1,2,0,1
506,ansible-nas,47,14,0,72,36,36,20.74,11.4,8.8,1,101,0.02,0.25,0,2,0,5,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.15,0.45,0.38,0.41,0,0.53,0.34,0.84,1.75,0,0.89,0,1,2,0,1
507,ansible-nas,52,88,0,122,62,60,27.27,24.43,11.71,3,103,0.07,0.38,0,0,0,25,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.69,0,0.55,0.34,0.84,1.99,0,0.99,0,1,2,0,1
508,ansible-nas,51,1,0,122,62,60,27.27,23.88,10.75,3,103,0.1,1,0,0,0,24,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0.45,0.38,0.79,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
509,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,4,1,15,4,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
510,ansible-nas,18,4,1,177,150,27,89.47,161.5,14,226,332,0.05,0.5,2,1,15,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
511,ansible-nas,18,2,1,177,150,27,89.22,122.33,9.33,227,332,0.05,0.5,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.4,0.23,1.28,0.46,0.73,0.34,0.84,1.75,0,0.89,0,1,2,0,1
512,ansible-nas,45,1,0,262,194,68,34.87,43.29,12.57,3,103,0.09,1.25,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,1.48,0.01,0.77,0.34,0.84,1.99,0,0.99,0,1,2,0,1
513,ansible-nas,38,10,0,72,37,35,20.44,13.75,10,3,104,0.02,0.25,0,1,0,17,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,0.41,0,0.52,0.34,0.84,1.99,0,0.99,0,1,2,0,1
514,ansible-nas,68,10,0,145,71,74,28.15,19.25,11.58,3,103,0.07,1,0,0,0,34,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.45,0.38,0.82,0.02,0.6,0.34,0.84,1.99,0,0.99,0,1,2,0,1
515,ansible-nas,18,3,1,177,150,27,89,151,27,86,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
516,ansible-nas,39,62,0,118,57,61,45.97,44.33,20.67,4,103,0.03,0.25,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0.45,0.38,0.67,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
517,ansible-nas,38,1,0,118,57,61,45.98,43.25,17.75,4,103,0.05,0.75,0,0,0,18,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.44,0.32,0.79,0.15,0.59,0.34,0.84,1.99,0,0.99,0,1,2,0,1
518,ansible-nas,10,2,1,177,150,27,89,151,27,87,332,0.03,0.12,0,1,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.45,0.38,1,0,0.63,0.34,0.84,1.98,0,0.99,0,1,2,0,1
519,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
520,ansible-nas,28,1,0,222,167,55,38.25,47.25,17.25,2,103,0.06,0.75,0,0,0,13,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.14,0.45,0.38,1.26,0,0.7,0.34,0.84,1.92,0,0.96,0,1,2,0,1
521,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
522,ansible-nas,18,3,1,177,150,27,89,151,27,85,345,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
523,ansible-nas,38,1,0,277,196,81,53.41,53.14,25.71,3,103,0.05,0.75,0,0,0,19,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.11,0.45,0.38,1.57,0.01,0.8,0.34,0.84,1.99,0,0.99,0,1,2,0,1
524,ansible-nas,45,74,0,124,60,64,45.15,37,22.8,4,103,0.04,0.25,0,0,0,22,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.45,0.38,0.7,0,0.57,0.34,0.84,1.99,0,0.99,0,1,2,0,1
525,ansible-nas,44,1,0,124,60,64,45.16,37.5,20.5,4,103,0.05,0.75,0,0,0,21,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.09,0.44,0.32,0.82,0.15,0.6,0.34,0.84,1.99,0,0.99,0,1,2,0,1
526,ansible-nas,18,3,1,177,150,27,89,151,27,75,332,0.03,0.25,0,1,15,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.22,0.45,0.38,1,0,0.63,0.34,0.84,1.75,0,0.89,0,1,2,0,1
